Date,Close,TWD,TAIEX,SOX,TAIBOR,DIJA
2010-09-10,59.3,31.79,7890.11,316.57,0.33,10462.77
2010-09-13,60.9,31.69,8091.3,327.17,0.33,10544.13
2010-09-14,61,31.67,8132.6,332.76,0.33,10526.49
2010-09-15,61.2,31.74,8163.82,331.64,0.33,10572.73
2010-09-16,60.5,31.73,8099.75,334.24,0.33,10594.83
2010-09-17,61.2,31.65,8158.33,334.35,0.33,10607.85
2010-09-20,62,31.63,8186.96,336.12,0.33,10753.62
2010-09-21,61.8,31.57,8196.4,335.29,0.33,10761.03
2010-09-23,60,31.55,8202.54,332.83,0.33,10662.42
2010-09-24,60.1,31.34,8166.62,346.14,0.33,10860.26
2010-09-27,60.7,31.35,8191.54,343.8,0.33,10812.04
2010-09-28,61,31.42,8189.44,349.46,0.33,10858.14
2010-09-29,61.5,31.21,8240.89,351.79,0.33,10835.28
2010-09-30,62,31.19,8237.78,349.24,0.33,10788.05
2010-10-01,62,31.29,8244.18,348.06,0.38,10829.68
2010-10-04,61.9,31.24,8246.1,343.12,0.38,10751.27
2010-10-05,61.1,30.99,8200.43,350.91,0.38,10944.72
2010-10-06,61.8,30.86,8284.03,345.34,0.38,10967.65
2010-10-07,61.3,30.82,8283.92,346.83,0.38,10948.58
2010-10-08,61.8,30.84,8244.19,350.15,0.38,11006.48
2010-10-11,61.5,30.85,8176.76,352.67,0.38,11010.34
2010-10-12,61,30.98,8090.22,355.32,0.38,11020.4
2010-10-13,61,30.84,8106.66,355.66,0.38,11096.08
2010-10-14,61.8,30.67,8215.45,354.83,0.38,11094.57
2010-10-15,61.9,30.66,8205.3,357.12,0.38,11062.78
2010-10-18,60.5,30.75,8060.54,354.57,0.38,11143.69
2010-10-19,60.7,30.9,8046.23,349.62,0.38,10978.62
2010-10-20,61,30.81,8124.62,351.78,0.38,11107.97
2010-10-21,61,30.75,8131.23,349.86,0.38,11146.57
2010-10-22,61.8,30.83,8168.06,356.94,0.38,11132.56
2010-10-25,62,30.43,8306.98,360.78,0.38,11164.05
2010-10-26,62.3,30.65,8343.23,359.36,0.38,11169.46
2010-10-27,62,30.74,8291.04,370.45,0.38,11126.28
2010-10-28,62.7,30.63,8354.05,370.34,0.38,11113.95
2010-10-29,62.8,30.6,8287.09,372.64,0.38,11118.49
2010-11-01,63.5,30.51,8379.75,371.45,0.38,11124.62
2010-11-02,63.3,30.45,8344.76,374.19,0.38,11188.72
2010-11-03,63.9,30.4,8293.9,377.81,0.38,11215.13
2010-11-04,63.9,30.18,8357.85,389.75,0.38,11434.84
2010-11-05,64.2,30.16,8449.34,392.02,0.38,11444.08
2010-11-08,63.3,30.18,8430.58,391.88,0.38,11406.84
2010-11-09,64,30.14,8445.63,387.32,0.38,11346.75
2010-11-10,64.2,30.12,8450.63,387.34,0.38,11357.04
2010-11-11,63.7,30.13,8436.95,382.49,0.38,11283.1
2010-11-12,63,30.22,8316.05,382.61,0.38,11192.58
2010-11-15,63.9,30.19,8240.65,379.57,0.38,11201.97
2010-11-16,64.5,30.25,8312.21,374.07,0.38,11023.5
2010-11-17,63.8,30.45,8255.54,373.85,0.38,11007.88
2010-11-18,63.3,30.27,8283.45,380.96,0.38,11181.23
2010-11-19,63.7,30.27,8306.12,387.09,0.38,11203.55
2010-11-22,63.8,30.35,8374.91,391.33,0.38,11178.58
2010-11-23,63.4,30.52,8328.63,388.27,0.38,11036.37
2010-11-24,63.2,30.44,8297.05,398.71,0.38,11187.28
2010-11-25,64.4,30.39,8349.99,396.03,0.38,11092
2010-11-26,64.4,30.46,8312.15,396.03,0.38,11092
2010-11-29,64.3,30.5,8367.17,395.15,0.38,11052.49
2010-11-30,63.4,30.47,8372.48,390.12,0.38,11006.02
2010-12-01,64.6,30.37,8520.11,403.07,0.38,11255.78
2010-12-02,66.2,30.34,8585.77,410.56,0.38,11362.41
2010-12-03,68.3,30.22,8624.01,412.43,0.38,11382.09
2010-12-06,68.5,30.14,8702.23,411.77,0.38,11362.19
2010-12-07,68,30.1,8704.39,411.51,0.38,11359.16
2010-12-08,68,30.16,8703.79,415.43,0.38,11372.48
2010-12-09,70,30.17,8753.84,416.4,0.38,11370.06
2010-12-10,69.7,30.17,8718.83,416.69,0.38,11410.32
2010-12-13,69.4,30,8736.59,413.2,0.38,11428.56
2010-12-14,69,29.89,8740.43,410.67,0.38,11476.54
2010-12-15,70,29.88,8756.71,406.03,0.38,11457.47
2010-12-16,71.2,29.85,8782.2,408.71,0.38,11499.25
2010-12-17,72.9,29.9,8817.9,411.44,0.38,11491.91
2010-12-20,71.2,29.93,8768.72,410.24,0.38,11478.13
2010-12-21,71.3,29.85,8827.79,412.96,0.38,11533.16
2010-12-22,71.2,29.82,8860.49,413.09,0.38,11559.49
2010-12-23,71,29.82,8898.87,411.78,0.39,11573.49
2010-12-24,70.8,29.6,8861.1,412.27,0.39,11555.03
2010-12-27,70.7,29.48,8892.31,412.27,0.39,11555.03
2010-12-28,70.9,29.46,8870.76,410.66,0.39,11575.54
2010-12-29,70.6,29.38,8866.35,411.2,0.39,11585.38
2010-12-30,70.6,29.14,8907.91,412.3,0.39,11569.71
2010-12-31,71,29.17,8972.5,411.82,0.43,11577.51
2011-01-03,71.1,29.08,9025.3,415.05,0.43,11670.75
2011-01-04,71.2,29.17,8997.19,415.58,0.42,11691.18
2011-01-05,69.8,29.17,8846.31,417.09,0.42,11722.89
2011-01-06,71,29.26,8883.21,424.77,0.42,11697.31
2011-01-07,72.5,29.36,8782.72,425.76,0.42,11674.76
2011-01-10,74.2,29.26,8817.88,430.17,0.42,11637.45
2011-01-11,74.5,29.13,8931.36,431.52,0.42,11671.88
2011-01-12,74.9,29.18,8965,440.01,0.42,11755.44
2011-01-13,74.6,28.98,8975.58,439.82,0.42,11731.9
2011-01-14,74.8,29.16,8972.51,451.59,0.42,11787.38
2011-01-17,75.8,29.04,8925.09,449.93,0.42,11837.93
2011-01-18,76.8,28.96,8988,449.93,0.42,11837.93
2011-01-19,78,29.02,9086.02,439.33,0.42,11825.29
2011-01-20,76.4,29.25,9022.17,434.77,0.42,11822.8
2011-01-21,74.6,29.08,8954.38,431.65,0.42,11871.84
2011-01-24,75.3,29.05,8947.79,442.42,0.43,11980.52
2011-01-25,75,29.02,8991.39,439.12,0.44,11977.19
2011-01-26,74.6,29.06,9055.59,442.94,0.44,11985.44
2011-01-27,75.2,29.03,9102.33,451.28,0.44,11989.83
2011-01-28,76.3,29.05,9145.35,438.61,0.45,11823.7
2011-02-08,75.5,28.93,9111.46,460.9,0.45,12233.15
2011-02-09,73.8,28.82,9006.82,457.6,0.44,12239.89
2011-02-10,72,28.94,8836.56,459.25,0.44,12229.29
2011-02-11,71.4,29.3,8609.86,462.82,0.44,12273.26
2011-02-14,72.5,29.35,8685.47,466.4,0.44,12268.19
2011-02-15,72.5,29.43,8721.93,461.38,0.44,12226.64
2011-02-16,72.1,29.43,8712.96,466.56,0.44,12288.17
2011-02-17,72.5,29.42,8683.88,473.22,0.44,12318.14
2011-02-18,73,29.4,8843.84,471.46,0.44,12391.25
2011-02-21,73.4,29.34,8839.22,452.81,0.44,12212.79
2011-02-22,72.5,29.53,8673.67,452.81,0.44,12212.79
2011-02-23,71,29.57,8528.94,444.27,0.45,12105.78
2011-02-24,70.5,29.8,8541.64,451.9,0.45,12068.5
2011-02-25,70.5,29.74,8599.65,463.69,0.45,12130.45
2011-03-01,71.4,29.54,8727.56,449.78,0.45,12058.02
2011-03-02,70.4,29.63,8619.9,456.09,0.45,12066.8
2011-03-03,70.8,29.47,8738.37,464.77,0.45,12258.2
2011-03-04,71.8,29.38,8784.4,459.82,0.45,12169.88
2011-03-07,70.9,29.35,8713.79,447.35,0.45,12090.03
2011-03-08,71.5,29.42,8747.75,447.94,0.45,12214.38
2011-03-09,71.4,29.35,8750.02,434.35,0.45,12213.09
2011-03-10,70.5,29.46,8642.9,423.73,0.45,11984.61
2011-03-11,70,29.57,8567.82,427.91,0.45,12044.4
2011-03-14,70.3,29.48,8520.02,427.17,0.45,11993.16
2011-03-15,68,29.54,8234.78,421.79,0.45,11855.42
2011-03-16,68.5,29.53,8324.58,412.44,0.45,11613.3
2011-03-17,67.4,29.56,8282.69,417.97,0.45,11774.59
2011-03-18,68.3,29.59,8394.75,419.2,0.45,11858.52
2011-03-21,69,29.52,8467.71,426.79,0.45,12036.53
2011-03-22,68.6,29.54,8508.04,422.91,0.45,12018.63
2011-03-23,68.7,29.58,8545.08,426.94,0.45,12086.02
2011-03-24,69.4,29.52,8576.4,437.41,0.45,12170.56
2011-03-25,71.2,29.43,8610.39,436.27,0.46,12220.59
2011-03-28,71,29.47,8553.06,436.75,0.45,12197.88
2011-03-29,70.8,29.47,8596.57,441.04,0.46,12279.01
2011-03-30,70.3,29.48,8646.31,441.38,0.46,12350.61
2011-03-31,70.6,29.4,8683.3,437.36,0.46,12319.73
2011-04-01,70.7,29.25,8705.13,432.85,0.51,12376.72
2011-04-06,72.9,29,8851.98,445.5,0.51,12426.75
2011-04-07,72.8,28.94,8901.72,443.25,0.51,12409.49
2011-04-08,72.9,28.92,8894.54,439.58,0.51,12380.05
2011-04-11,71.1,28.91,8880.27,435.88,0.51,12381.11
2011-04-12,70.1,29.08,8732.59,426.78,0.51,12263.58
2011-04-13,70.7,29,8780.2,427.89,0.52,12270.99
2011-04-14,69.8,29.07,8802.73,428.41,0.52,12285.15
2011-04-15,69.2,28.97,8718.12,431.23,0.52,12341.83
2011-04-18,69,29.08,8714.48,423.44,0.52,12201.59
2011-04-19,68.1,29.07,8638.55,425.26,0.52,12266.75
2011-04-20,69.8,28.95,8813.28,443.42,0.52,12453.54
2011-04-21,70.7,28.85,8957.65,443.2,0.52,12505.99
2011-04-22,70.9,28.88,8969.43,443.41,0.52,12479.88
2011-04-25,70.3,28.89,8950.75,443.41,0.52,12479.88
2011-04-26,70.3,29.04,8948.14,450.48,0.52,12595.37
2011-04-27,72.3,28.86,9049.25,450.64,0.52,12690.96
2011-04-28,73,28.68,9040.77,447.54,0.52,12763.31
2011-04-29,73.2,28.67,9007.87,449.56,0.52,12810.54
2011-05-03,74.6,28.59,8946.08,439.43,0.52,12807.51
2011-05-04,73.8,28.57,8947.35,439.7,0.52,12723.58
2011-05-05,74.8,28.62,9018.61,440.35,0.52,12584.17
2011-05-06,75,28.6,8977.23,443.66,0.52,12638.74
2011-05-09,75.5,28.61,9035.48,442.36,0.52,12684.68
2011-05-10,74.4,28.58,9023.28,444.59,0.53,12760.36
2011-05-11,75,28.5,9020.4,440.89,0.53,12630.03
2011-05-12,75.7,28.58,9033.68,447.13,0.53,12695.92
2011-05-13,75.9,28.64,9006.61,440.95,0.53,12595.75
2011-05-16,74.9,28.8,8911.71,434.69,0.53,12548.37
2011-05-17,75.6,28.85,8884.09,429.48,0.53,12479.58
2011-05-18,75.3,28.85,8944.84,437.59,0.53,12560.18
2011-05-19,75.2,28.82,8892.88,433.87,0.53,12605.32
2011-05-20,75.5,28.81,8837.03,432.56,0.53,12512.04
2011-05-23,75.1,28.9,8747.51,423.34,0.53,12381.26
2011-05-24,74.8,28.92,8756.61,420.21,0.53,12356.21
2011-05-25,74.5,28.94,8727.09,424.21,0.53,12394.66
2011-05-26,74.2,28.89,8788.4,428.24,0.53,12402.76
2011-05-27,74,28.87,8810,433.09,0.54,12441.58
2011-05-30,75.1,28.82,8823.68,439.6,0.54,12569.79
2011-05-31,76.7,28.64,8988.84,439.6,0.54,12569.79
2011-06-01,77,28.58,9062.35,426.28,0.54,12290.14
2011-06-02,76.4,28.68,8991.36,426.42,0.54,12248.55
2011-06-03,77.2,28.66,9046.28,418.52,0.54,12151.26
2011-06-07,77.5,28.66,9057.1,417.64,0.54,12070.81
2011-06-08,77.5,28.71,9007.53,408.94,0.54,12048.94
2011-06-09,76.9,28.72,9000.94,409.62,0.55,12124.36
2011-06-10,75.3,28.78,8837.82,402.8,0.55,11951.91
2011-06-13,74.7,28.84,8712.95,399.08,0.55,11952.97
2011-06-14,76.2,28.84,8829.21,406.75,0.55,12076.11
2011-06-15,77,28.85,8831.45,398.44,0.55,11897.27
2011-06-16,75.5,28.92,8654.43,393.87,0.55,11961.52
2011-06-17,74.2,28.99,8636.1,388.21,0.55,12004.36
2011-06-20,74.9,28.95,8530.68,388.73,0.55,12080.38
2011-06-21,75.9,28.86,8597.62,398.61,0.55,12190.01
2011-06-22,75,28.85,8621.04,396.73,0.55,12109.67
2011-06-23,74.2,28.87,8567.28,402.56,0.55,12050
2011-06-24,72.9,28.88,8532.83,392.5,0.55,11934.58
2011-06-27,72,28.93,8500.16,395.27,0.55,12043.56
2011-06-28,72.5,28.9,8478.86,400.52,0.55,12188.69
2011-06-29,71.4,28.88,8573.38,400.17,0.55,12261.42
2011-06-30,72.2,28.73,8652.59,410.35,0.55,12414.34
2011-07-01,72.8,28.75,8739.82,419.11,0.61,12582.77
2011-07-04,73.5,28.69,8774.72,414.94,0.61,12569.87
2011-07-05,73.2,28.78,8784.44,414.94,0.61,12569.87
2011-07-06,72.8,28.84,8824.44,411.79,0.6,12626.02
2011-07-07,71.6,28.81,8773.42,420.4,0.61,12719.49
2011-07-08,72.5,28.75,8749.55,413.8,0.61,12657.2
2011-07-11,71.3,28.82,8665.85,406.73,0.61,12505.76
2011-07-12,70.3,28.91,8491.01,394.96,0.61,12446.88
2011-07-13,72.2,28.83,8488.06,393.87,0.61,12491.61
2011-07-14,70.7,28.81,8481.35,387.76,0.61,12437.12
2011-07-15,69.9,28.89,8574.91,390.07,0.61,12479.73
2011-07-18,69.7,28.92,8538.57,384.63,0.61,12385.16
2011-07-19,68.5,28.88,8524.57,397.41,0.61,12587.42
2011-07-20,71.6,28.86,8706.17,395.11,0.61,12571.91
2011-07-21,71.6,28.85,8717.14,398.88,0.61,12724.41
2011-07-22,72,28.81,8765.32,408.56,0.62,12681.16
2011-07-25,72,28.81,8683.51,403.08,0.62,12592.8
2011-07-26,73.7,28.79,8794.24,406.47,0.62,12501.3
2011-07-27,73.4,28.79,8817.49,391.13,0.62,12302.55
2011-07-28,73,28.83,8767.2,390.53,0.62,12240.11
2011-07-29,72,28.87,8644.18,386.94,0.62,12143.24
2011-08-01,72.6,28.78,8701.38,386.93,0.62,12132.49
2011-08-02,71.4,28.85,8584.72,375.17,0.62,11866.62
2011-08-03,70.1,28.86,8456.86,379.39,0.62,11896.44
2011-08-04,70,28.94,8317.27,357.32,0.62,11383.68
2011-08-05,66.6,29.01,7853.13,350.22,0.62,11444.61
2011-08-08,65.2,28.99,7552.8,331.33,0.62,10809.85
2011-08-09,63.3,28.99,7493.12,346.69,0.62,11239.77
2011-08-10,65.8,28.94,7736.32,339.54,0.62,10719.94
2011-08-11,66.4,29.05,7719.09,357.12,0.62,11143.31
2011-08-12,65.1,28.97,7637.02,355.62,0.62,11269.02
2011-08-15,66.8,28.9,7819.39,362.65,0.62,11482.9
2011-08-16,66,28.89,7798.59,355.41,0.62,11405.93
2011-08-17,65.8,28.9,7741.76,353.1,0.62,11410.21
2011-08-18,64.4,28.96,7614.97,332.23,0.62,10990.58
2011-08-19,63.9,29,7342.96,326.32,0.62,10817.65
2011-08-22,65,29.01,7312.59,328.94,0.62,10854.65
2011-08-23,66.8,28.96,7550.23,346.09,0.62,11176.76
2011-08-24,67.5,28.97,7502.93,345.69,0.62,11320.71
2011-08-25,67,29.05,7410.87,336.33,0.62,11149.82
2011-08-26,67.9,29.03,7445.1,345.78,0.63,11284.54
2011-08-29,69.4,29.02,7578.01,358.44,0.63,11539.25
2011-08-30,69,29.05,7646.19,358.23,0.63,11559.95
2011-08-31,69.4,28.98,7741.36,355.79,0.63,11613.53
2011-09-01,68.6,28.97,7757.76,349.85,0.63,11493.57
2011-09-02,67.5,28.97,7757.06,341.46,0.63,11240.26
2011-09-05,66.6,29.03,7551.57,339.09,0.63,11139.3
2011-09-06,66.1,29.09,7367.19,339.09,0.63,11139.3
2011-09-07,68.6,29.09,7529.01,354.26,0.63,11414.86
2011-09-08,68.7,29.07,7548.37,352.15,0.63,11295.81
2011-09-09,69.3,29.2,7610.57,348.4,0.63,10992.13
2011-09-13,68.4,29.47,7391.37,366.17,0.63,11105.85
2011-09-14,67.2,29.65,7228.47,375.73,0.63,11246.73
2011-09-15,69.1,29.57,7385.68,381.09,0.63,11433.18
2011-09-16,71.1,29.54,7577.4,381.91,0.63,11509.09
2011-09-19,71.2,29.74,7480.88,377.49,0.63,11401.01
2011-09-20,70.5,29.86,7492.85,372.76,0.63,11408.66
2011-09-21,72,29.95,7535.88,365.37,0.63,11124.84
2011-09-22,69,30.45,7305.5,352.78,0.63,10733.83
2011-09-23,67.5,30.38,7046.22,359.95,0.63,10771.48
2011-09-26,67.2,30.55,6877.12,359.5,0.64,11043.86
2011-09-27,69.9,30.41,7089.95,366.01,0.64,11190.69
2011-09-28,70.3,30.32,7146.98,355.36,0.64,11010.9
2011-09-29,70.3,30.46,7182.61,350.82,0.64,11153.98
2011-09-30,70,30.45,7225.38,338.82,0.64,10913.38
2011-10-03,68.6,30.57,7013.97,326.37,0.64,10655.3
2011-10-04,69.1,30.63,7047.87,340.23,0.63,10808.71
2011-10-05,69.1,30.65,6989.15,350.78,0.64,10939.95
2011-10-06,69,30.57,7132,355.17,0.63,11123.33
2011-10-07,69.1,30.47,7211.96,356.73,0.64,11103.12
2011-10-11,70,30.39,7398.71,365.7,0.64,11416.3
2011-10-12,70.4,30.3,7382.35,369.18,0.64,11518.85
2011-10-13,70.4,30.31,7428.33,376.6,0.64,11478.13
2011-10-14,70.3,30.28,7358.08,380.86,0.64,11644.49
2011-10-17,71.1,30.06,7461.12,370.31,0.64,11397
2011-10-18,70.7,30.2,7359.48,378.66,0.64,11577.05
2011-10-19,71.1,30.06,7353.37,370.16,0.64,11504.62
2011-10-20,69.7,30.23,7244.32,363.88,0.64,11541.78
2011-10-21,70.3,30.27,7254.51,372.1,0.64,11808.79
2011-10-24,71.7,30.15,7470.3,384.65,0.64,11913.62
2011-10-25,71.5,30.11,7491.21,377.46,0.64,11706.62
2011-10-26,71.9,30.13,7535.82,379.48,0.64,11869.04
2011-10-27,71.9,30,7565.21,395.74,0.64,12208.55
2011-10-28,73.1,29.86,7616.06,396.33,0.64,12231.11
2011-10-31,73.6,29.93,7587.69,386.49,0.64,11955.01
2011-11-01,73.8,30.12,7622.01,374.05,0.64,11657.96
2011-11-02,73.9,30.09,7598.45,375.88,0.64,11836.04
2011-11-03,73.5,30.15,7460.31,387.15,0.64,12044.47
2011-11-04,74.6,30.02,7603.23,391.48,0.64,11983.24
2011-11-07,75,30.12,7621.72,390.87,0.64,12068.39
2011-11-08,74.5,30.07,7600.79,393.22,0.64,12170.18
2011-11-09,74.1,30.05,7561.86,375.04,0.64,11780.94
2011-11-10,72.6,30.23,7308.68,378.23,0.64,11893.79
2011-11-11,73.4,30.17,7367.29,391.6,0.64,12153.68
2011-11-14,75.9,30.22,7525.65,386.56,0.64,12078.98
2011-11-15,76,30.24,7491.06,392.23,0.64,12096.16
2011-11-16,75.4,30.21,7387.52,389.92,0.64,11905.59
2011-11-17,75.7,30.19,7387.81,374.35,0.64,11770.73
2011-11-18,74.2,30.25,7233.78,371.25,0.64,11796.16
2011-11-21,73.3,30.33,7042.64,364.2,0.64,11547.31
2011-11-22,74,30.3,7000.03,359.66,0.64,11493.72
2011-11-23,73.4,30.39,6806.43,348.17,0.64,11257.55
2011-11-24,72.8,30.42,6864.39,344.14,0.64,11231.78
2011-11-25,71.6,30.43,6784.52,344.14,0.64,11231.78
2011-11-28,73.6,30.37,6898.78,355.17,0.64,11523.01
2011-11-29,73.6,30.38,6988.65,352.62,0.64,11555.63
2011-11-30,74.6,30.31,6904.12,373.32,0.64,12045.68
2011-12-01,76.6,30.1,7178.69,375.31,0.64,12020.03
2011-12-02,76,30.14,7140.68,374.57,0.64,12019.42
2011-12-05,76.3,30.13,7098.08,378.12,0.64,12097.83
2011-12-06,75.4,30.22,6956.28,377.41,0.64,12150.13
2011-12-07,76.4,30.15,7033,381.85,0.64,12196.37
2011-12-08,76.3,30.16,6982.9,371.13,0.64,11997.7
2011-12-09,74.1,30.2,6893.3,375.67,0.64,12184.26
2011-12-12,75,30.2,6949.04,365.15,0.64,12021.39
2011-12-13,75.2,30.24,6896.31,356.53,0.64,11954.94
2011-12-14,74.5,30.32,6922.57,350.73,0.64,11823.48
2011-12-15,72.5,30.35,6764.59,350.04,0.64,11868.81
2011-12-16,72.7,30.35,6785.09,352.86,0.64,11866.39
2011-12-19,72.5,30.39,6633.33,343.36,0.64,11766.26
2011-12-20,72.8,30.33,6662.64,358.73,0.64,12103.58
2011-12-21,76,30.28,6966.48,354.45,0.64,12107.74
2011-12-22,75,30.25,6966.35,366.81,0.64,12169.65
2011-12-23,75.4,30.27,7110.73,368.6,0.64,12294
2011-12-26,75,30.29,7092.58,368.01,0.64,12291.35
2011-12-27,75.5,30.3,7085.03,368.01,0.64,12291.35
2011-12-28,75.7,30.35,7056.67,362.59,0.64,12151.41
2011-12-29,75.8,30.25,7074.82,365.93,0.64,12287.04
2011-12-30,75.8,30.27,7072.08,364.44,0.64,12217.56
2012-01-02,75,30.24,6952.21,368.6,0.64,12397.38
2012-01-03,75.7,30.28,7053.38,368.6,0.64,12397.38
2012-01-04,75.8,30.27,7082.97,368.66,0.64,12418.42
2012-01-05,76,30.24,7130.86,374.17,0.64,12415.7
2012-01-06,75.6,30.23,7120.51,375.22,0.64,12359.92
2012-01-09,75.6,30.15,7093.04,382.59,0.64,12392.69
2012-01-10,76.5,30.03,7178.87,386.28,0.64,12462.47
2012-01-11,76.5,29.96,7188.21,387.89,0.64,12449.45
2012-01-12,77,29.96,7186.58,391.75,0.64,12471.02
2012-01-13,77.5,29.98,7181.54,383.47,0.64,12422.06
2012-01-16,75.3,30.03,7103.62,385.22,0.64,12482.07
2012-01-17,75.6,29.99,7221.08,385.22,0.64,12482.07
2012-01-18,76.7,29.95,7233.69,404.6,0.64,12578.95
2012-01-30,78.7,29.79,7407.41,408.74,0.64,12653.72
2012-01-31,78.5,29.62,7517.08,408.94,0.64,12632.91
2012-02-01,77,29.55,7549.21,418.74,0.64,12716.46
2012-02-02,76.8,29.5,7652.46,420.56,0.64,12705.41
2012-02-03,76.2,29.46,7674.99,427.99,0.64,12862.23
2012-02-04,76.5,29.55,7741.24,421.87,0.64,12845.13
2012-02-06,77.4,29.55,7687.98,421.87,0.64,12845.13
2012-02-07,77.4,29.52,7707.44,422.3,0.64,12878.2
2012-02-08,77.5,29.46,7869.91,427.59,0.64,12883.95
2012-02-09,78,29.46,7910.78,428.98,0.64,12890.46
2012-02-10,76.9,29.56,7862.27,420.15,0.64,12801.23
2012-02-13,76.6,29.5,7912.91,421.73,0.64,12874.04
2012-02-14,77.3,29.57,7884.08,423.46,0.64,12878.28
2012-02-15,78.5,29.54,8005.24,425.48,0.64,12780.95
2012-02-16,78.5,29.53,7869.7,435.88,0.64,12904.08
2012-02-17,80,29.54,7894.36,432.04,0.64,12949.87
2012-02-20,80,29.49,7954.82,426,0.64,12965.69
2012-02-21,80,29.57,7921.5,426,0.64,12965.69
2012-02-22,79.7,29.57,8001.68,424.06,0.64,12938.67
2012-02-23,78.1,29.56,7937.3,424.67,0.64,12984.69
2012-02-24,79.1,29.53,7959.34,423.79,0.64,12982.95
2012-02-29,81.1,29.38,8121.44,424.17,0.64,12952.07
2012-03-01,80.1,29.37,8118.34,424.78,0.64,12980.3
2012-03-02,80,29.42,8144.04,420.35,0.64,12977.57
2012-03-03,79.3,29.48,8114.44,409.65,0.64,12962.81
2012-03-05,78.9,29.48,8004.74,409.65,0.64,12962.81
2012-03-06,79.5,29.55,7937.97,405.95,0.64,12759.15
2012-03-07,79.1,29.5,7903.08,412.24,0.64,12837.33
2012-03-08,79.7,29.47,7984.56,418.35,0.64,12907.94
2012-03-09,80,29.41,8016.01,422.85,0.64,12922.02
2012-03-12,80,29.49,7927.55,418.57,0.64,12959.71
2012-03-13,81.3,29.51,8031.51,428.2,0.64,13177.68
2012-03-14,83.2,29.6,8125.26,426.65,0.64,13194.1
2012-03-15,83.2,29.51,8121.62,434.99,0.64,13252.76
2012-03-16,81.1,29.51,8054.94,435.41,0.64,13232.62
2012-03-19,83.7,29.51,8043.92,438.69,0.64,13239.13
2012-03-20,83.2,29.56,7972.7,435.54,0.64,13170.19
2012-03-21,84.9,29.54,7981.94,437.19,0.64,13124.62
2012-03-22,85.2,29.62,8059.94,434.54,0.64,13046.14
2012-03-23,85.4,29.56,8076.61,435.68,0.64,13080.73
2012-03-26,83.6,29.56,7967.62,441.88,0.64,13241.63
2012-03-27,85.8,29.57,8029.46,441.6,0.65,13197.73
2012-03-28,85.5,29.56,8038.07,436.1,0.65,13126.21
2012-03-29,84.1,29.57,7872.66,436.85,0.65,13145.82
2012-03-30,84.9,29.51,7933,438.64,0.65,13212.04
2012-04-02,85.1,29.48,7862.9,438.44,0.65,13264.49
2012-04-03,85,29.49,7760.85,431.5,0.65,13199.55
2012-04-05,83.1,29.5,7639.82,423.2,0.65,13060.14
2012-04-06,83.8,29.52,7706.26,417.08,0.65,12929.59
2012-04-09,83,29.52,7600.87,417.08,0.65,12929.59
2012-04-10,82,29.52,7640.68,409.65,0.65,12715.93
2012-04-11,82.4,29.5,7656.67,416.42,0.65,12805.39
2012-04-12,82.6,29.43,7662.92,424.16,0.65,12986.58
2012-04-13,84.9,29.51,7788.27,416.43,0.65,12849.59
2012-04-16,84.9,29.46,7729.86,416.7,0.65,12921.41
2012-04-17,83.8,29.5,7585.87,423.2,0.65,13115.54
2012-04-18,85,29.49,7605,419.51,0.65,13032.75
2012-04-19,85.8,29.49,7622.69,415.03,0.65,12964.1
2012-04-20,84.3,29.49,7507.15,405.17,0.66,13029.26
2012-04-23,84.3,29.47,7481.09,400.15,0.66,12927.17
2012-04-24,84.6,29.45,7498.84,397.1,0.66,13001.56
2012-04-25,84.2,29.45,7563.18,406.4,0.66,13090.72
2012-04-26,84,29.22,7521.35,415.2,0.66,13204.62
2012-04-27,86,29.2,7480.5,415.91,0.66,13228.31
2012-04-30,86.8,29.13,7501.72,413.39,0.66,13213.63
2012-05-02,88.4,29.18,7676.81,416.81,0.66,13268.57
2012-05-03,88.9,29.23,7659.53,406.49,0.66,13206.59
2012-05-04,87.6,29.23,7700.95,397.94,0.66,13038.27
2012-05-07,85.6,29.28,7538.08,396.92,0.66,13008.53
2012-05-08,84.4,29.32,7545.71,394.36,0.66,12932.09
2012-05-09,84.6,29.34,7475.71,393.15,0.66,12835.06
2012-05-10,85.3,29.32,7484.01,391.74,0.66,12855.04
2012-05-11,85.5,29.38,7401.37,394.6,0.66,12820.6
2012-05-14,85.4,29.55,7377.18,390.31,0.66,12695.35
2012-05-15,85.5,29.55,7395.64,386.29,0.66,12632
2012-05-16,83.4,29.61,7234.57,379.82,0.66,12598.55
2012-05-17,85.1,29.57,7356.77,371.45,0.66,12442.49
2012-05-18,81.8,29.54,7151.19,364.48,0.66,12369.38
2012-05-21,82.5,29.45,7192.23,373.85,0.66,12504.48
2012-05-22,82.2,29.53,7274.89,370.98,0.66,12502.81
2012-05-23,79.1,29.55,7147.75,372.33,0.66,12496.15
2012-05-24,80.6,29.61,7124.89,367.07,0.67,12529.75
2012-05-25,80,29.6,7071.63,372.11,0.67,12454.83
2012-05-28,81.6,29.61,7136,379.66,0.67,12580.69
2012-05-29,82.3,29.61,7342.29,379.66,0.67,12580.69
2012-05-30,81.7,29.79,7261.8,372.2,0.67,12419.86
2012-05-31,85.1,29.85,7301.5,368.37,0.67,12393.45
2012-06-01,79.9,29.96,7106.09,353.17,0.67,12118.57
2012-06-04,76.5,30.02,6894.66,352.69,0.67,12101.46
