Date,Close,TWD,TAIEX,SOX,TAIBOR,DIJA
2012-06-05,78.2,29.93,7000.45,360.5,0.67,12127.95
2012-06-06,77.8,29.81,7056.15,372.57,0.67,12414.79
2012-06-07,79.8,29.8,7080.31,367.47,0.67,12460.96
2012-06-08,77.9,29.96,6999.65,372.73,0.67,12554.2
2012-06-11,80.4,29.94,7120.23,365.69,0.67,12411.23
2012-06-12,79.4,29.92,7072.08,373.74,0.67,12573.8
2012-06-13,80,29.93,7088.83,369.79,0.67,12496.38
2012-06-14,79.2,29.93,7075.1,369.15,0.67,12651.91
2012-06-15,78.1,29.88,7155.83,375.15,0.67,12767.17
2012-06-18,80.8,29.91,7281.5,380.55,0.67,12741.82
2012-06-19,80.5,29.84,7273.13,384.94,0.67,12837.33
2012-06-20,81.6,29.85,7334.63,388.59,0.67,12824.39
2012-06-21,80.6,29.87,7279.05,372.71,0.67,12573.57
2012-06-22,80.1,29.94,7222.05,378.65,0.67,12640.78
2012-06-25,79.6,29.96,7166.38,365.55,0.67,12502.66
2012-06-26,78.7,29.95,7137.93,366.87,0.67,12534.67
2012-06-27,79.3,29.88,7183.01,371.71,0.67,12627.01
2012-06-28,79.9,29.92,7169.61,369.38,0.67,12602.26
2012-06-29,81.3,29.78,7296.28,385.46,0.67,12880.09
2012-07-02,83.3,29.88,7345.16,384.79,0.67,12871.39
2012-07-03,84.2,29.81,7418.36,390.3,0.67,12943.82
2012-07-04,81.2,29.81,7422.59,385.68,0.67,12896.67
2012-07-05,81,29.85,7387.78,385.68,0.67,12896.67
2012-07-06,80.9,29.91,7368.59,376.04,0.67,12772.47
2012-07-09,80,29.95,7309.96,371.47,0.67,12736.29
2012-07-10,79.1,29.92,7251.35,363.01,0.67,12653.12
2012-07-11,78.1,29.94,7257.91,359.67,0.67,12604.53
2012-07-12,75.7,30.01,7130.93,353.69,0.67,12573.27
2012-07-13,75.8,29.92,7104.27,357.01,0.67,12777.09
2012-07-16,75.5,29.95,7090.04,353.15,0.66,12727.21
2012-07-17,74.8,29.94,7127,351.45,0.65,12805.54
2012-07-18,74.8,29.95,7049.05,363.91,0.65,12908.7
2012-07-19,77.5,29.97,7148.57,371.34,0.65,12943.36
2012-07-20,76.7,29.96,7164.68,365.01,0.64,12822.57
2012-07-23,74.3,30.1,7028.73,361.66,0.64,12721.46
2012-07-24,74.8,30.12,7008.35,360.23,0.64,12617.32
2012-07-25,74.6,30.12,6979.13,367.13,0.64,12676.05
2012-07-26,76.3,30.1,6970.69,375.54,0.64,12887.93
2012-07-27,79.3,30.02,7124.49,384.23,0.64,13075.66
2012-07-30,79,30,7158.88,380.61,0.64,13073.01
2012-07-31,81,29.94,7270.49,383.72,0.64,13008.68
2012-08-01,80,29.98,7267.96,383.83,0.64,12971.06
2012-08-03,79.8,29.97,7217.51,390.1,0.64,13096.17
2012-08-06,80.9,29.93,7286.33,392.08,0.64,13117.51
2012-08-07,81.4,29.91,7295.46,400.06,0.64,13168.6
2012-08-08,80.5,29.96,7319.8,401.15,0.64,13175.64
2012-08-09,82.3,29.92,7433.7,403.98,0.64,13165.19
2012-08-10,82,29.95,7441.12,405.96,0.64,13207.95
2012-08-13,82.7,29.97,7436.3,402.41,0.64,13169.43
2012-08-14,83.2,29.96,7479.25,399.12,0.64,13172.14
2012-08-15,83,29.97,7467.74,401.48,0.64,13164.78
2012-08-16,82.9,29.98,7490.21,408.26,0.64,13250.11
2012-08-17,82,29.99,7467.92,405.14,0.63,13275.2
2012-08-20,82.4,29.97,7431.91,402.29,0.63,13271.64
2012-08-21,83.6,29.93,7506.81,402.3,0.63,13203.58
2012-08-22,82.4,29.93,7496.58,399.17,0.63,13172.76
2012-08-23,82.7,29.96,7505.17,396.66,0.63,13057.46
2012-08-24,82,29.94,7477.53,398.95,0.63,13157.97
2012-08-27,83,29.95,7468.22,397.48,0.63,13124.67
2012-08-28,82.4,29.91,7361.94,397.04,0.63,13102.99
2012-08-29,82.7,29.93,7391.15,397.42,0.63,13107.48
2012-08-30,82.7,29.93,7371.44,390.7,0.63,13000.71
2012-08-31,83.3,29.87,7397.06,396.18,0.63,13090.84
2012-09-03,83.9,29.86,7450.53,392.82,0.63,13035.94
2012-09-04,84,29.82,7451.35,392.82,0.63,13035.94
2012-09-05,82,29.84,7367.44,390.27,0.63,13047.48
2012-09-06,81.1,29.76,7326.72,404.54,0.63,13292
2012-09-07,83.8,29.68,7424.91,401.23,0.63,13306.64
2012-09-10,83.5,29.64,7482.74,394.26,0.63,13254.29
2012-09-11,84.4,29.58,7485.13,396.74,0.63,13323.36
2012-09-12,84.5,29.58,7570.45,397.95,0.63,13333.35
2012-09-13,85,29.55,7578.8,401.79,0.63,13539.86
2012-09-14,86.5,29.35,7738.05,406.58,0.63,13593.37
2012-09-17,86.5,29.29,7762.22,402.48,0.63,13553.1
2012-09-18,85.7,29.35,7734.26,400.78,0.62,13564.64
2012-09-19,86,29.32,7781.91,398.53,0.62,13577.96
2012-09-20,85.3,29.33,7727.55,394.63,0.62,13596.93
2012-09-21,85.7,29.29,7754.59,395.16,0.62,13579.47
2012-09-24,86.1,29.36,7768.3,389,0.62,13558.92
2012-09-25,85.9,29.33,7734.13,379.38,0.62,13457.55
2012-09-26,86.4,29.39,7669.63,376.97,0.62,13413.51
2012-09-27,87.6,29.32,7683.8,385.46,0.62,13485.97
2012-09-28,89.8,29.29,7715.16,382.27,0.62,13437.13
2012-10-01,88.9,29.3,7675.72,381.12,0.62,13515.11
2012-10-02,89.6,29.28,7718.68,382.96,0.62,13482.36
2012-10-03,89.8,29.3,7684.63,381.17,0.62,13494.61
2012-10-04,90.6,29.28,7682.34,383.65,0.62,13575.36
2012-10-05,91,29.24,7690.65,383.28,0.62,13610.15
2012-10-08,89.1,29.25,7615.89,379.13,0.62,13583.65
2012-10-09,87.1,29.3,7592.01,373.11,0.62,13473.53
2012-10-11,85.5,29.26,7451.72,368.66,0.62,13326.39
2012-10-12,86.3,29.22,7437.04,366.71,0.62,13328.85
2012-10-15,86.4,29.2,7418.9,372.14,0.62,13424.23
2012-10-16,87.5,29.14,7471.02,380.26,0.62,13551.78
2012-10-17,87.4,29.14,7464.4,379.41,0.62,13557
2012-10-18,88.1,29.21,7465.41,376.28,0.62,13548.94
2012-10-19,86.7,29.22,7408.76,364.92,0.62,13343.51
2012-10-22,86,29.26,7373.04,365.51,0.62,13345.89
2012-10-23,85.7,29.31,7337.48,366.05,0.61,13102.53
2012-10-24,85.4,29.28,7314.88,360.52,0.61,13077.34
2012-10-25,84.8,29.24,7262.08,365.48,0.61,13103.68
2012-10-26,87.3,29.24,7134.06,367.28,0.6,13107.21
2012-10-29,88.1,29.26,7091.67,367.03,0.6,13096.46
2012-10-30,88,29.22,7182.59,367.03,0.6,13096.46
2012-10-31,88.7,29.2,7166.05,367.03,0.6,13096.46
2012-11-01,89.2,29.21,7179.64,379.5,0.6,13232.62
2012-11-02,89.9,29.21,7210.47,372.31,0.6,13093.16
2012-11-05,90.3,29.23,7185.36,378.38,0.6,13112.44
2012-11-06,90.4,29.23,7236.68,383.62,0.6,13245.68
2012-11-07,91,29.13,7287.18,373.27,0.6,12932.73
2012-11-08,90.5,29.1,7242.63,368.8,0.6,12811.32
2012-11-09,90.8,29.01,7293.22,369.7,0.59,12815.39
2012-11-12,91.3,28.98,7267.75,370.02,0.59,12815.08
2012-11-13,90.3,28.98,7136.05,366.46,0.59,12756.18
2012-11-14,90.5,28.99,7159.75,360.94,0.59,12570.95
2012-11-15,90.2,29.05,7143.84,356.14,0.59,12542.38
2012-11-16,90.2,29.16,7130.07,356,0.59,12588.31
2012-11-19,90,29.15,7129.04,363.14,0.59,12795.96
2012-11-20,90.4,29.1,7145.77,361.81,0.59,12788.51
2012-11-21,90.5,29.09,7088.49,362.51,0.59,12836.89
2012-11-22,91.3,29.14,7105.76,369.16,0.59,13009.68
2012-11-23,95.5,29.12,7326.01,369.16,0.59,13009.68
2012-11-26,95.3,29.06,7407.37,370.63,0.58,12967.37
2012-11-27,96.3,29.09,7430.2,369.81,0.58,12878.13
2012-11-28,95.9,29.12,7434.93,373.83,0.58,12985.11
2012-11-29,96.5,29.05,7503.55,374.83,0.58,13021.82
2012-11-30,98.7,29.05,7580.17,374.35,0.58,13025.58
2012-12-03,97.9,29.08,7599.91,372.54,0.58,12965.6
2012-12-04,96.6,29.07,7600.98,375.03,0.58,12951.78
2012-12-05,96.9,29.08,7649.05,374.46,0.58,13034.49
2012-12-06,96.6,29.08,7623.26,378.63,0.58,13074.04
2012-12-07,98.1,29.05,7642.26,379.46,0.58,13155.13
2012-12-10,96.5,29.1,7609.5,381.83,0.58,13169.88
2012-12-11,98.3,29.04,7613.69,389,0.58,13248.44
2012-12-12,98.4,29.03,7690.19,387.74,0.58,13245.45
2012-12-13,99.2,29.08,7757.09,383.67,0.58,13170.72
2012-12-14,98.4,29.05,7698.77,381.03,0.58,13135.01
2012-12-17,97,29.02,7631.28,382.62,0.57,13235.39
2012-12-18,96.7,29.01,7643.74,388.73,0.57,13350.96
2012-12-19,97.3,29.04,7677.47,389.47,0.57,13251.97
2012-12-20,96,29.05,7595.46,389.49,0.57,13311.72
2012-12-21,94.8,29.05,7519.93,385.59,0.57,13190.84
2012-12-22,95.7,29.05,7540.14,384.14,0.57,13139.08
2012-12-24,95.2,29.05,7535.52,384.14,0.57,13139.08
2012-12-25,96.5,29.04,7636.57,381.01,0.57,13114.59
2012-12-26,96,29.04,7634.19,381.01,0.57,13114.59
2012-12-27,95.6,29.03,7648.41,379.55,0.57,13096.31
2012-12-28,97,29.02,7699.5,376.87,0.58,12938.11
2013-01-02,99.6,29,7779.22,399.73,0.57,13412.55
2013-01-03,101,28.98,7836.84,397.54,0.57,13391.36
2013-01-04,101.5,29.01,7805.99,397.68,0.57,13435.21
2013-01-07,100.5,29,7755.09,395.78,0.57,13384.29
2013-01-08,99.7,29.06,7721.66,391.36,0.57,13328.85
2013-01-09,100,28.99,7738.64,395.47,0.57,13390.51
2013-01-10,101,28.93,7811.64,400.73,0.57,13471.22
2013-01-11,101,28.94,7819.15,402.86,0.57,13488.43
2013-01-14,102,28.91,7823.97,401.89,0.57,13507.32
2013-01-15,100.5,28.94,7765.02,399.87,0.57,13534.89
2013-01-16,99.2,28.97,7700.43,404.46,0.57,13511.23
2013-01-17,99.3,28.95,7616.64,412.53,0.57,13596.02
2013-01-18,101.5,28.96,7732.87,410.64,0.57,13649.7
2013-01-21,100.5,28.95,7724.92,409.6,0.56,13712.21
2013-01-22,101,28.98,7759.1,409.6,0.56,13712.21
2013-01-23,101,28.98,7744.18,413.88,0.56,13779.33
2013-01-24,99.9,29.1,7695.99,410.24,0.56,13825.33
2013-01-25,99,29.3,7672.58,415.44,0.56,13895.98
2013-01-28,99.3,29.48,7714.67,416.16,0.56,13881.93
2013-01-29,101,29.42,7802,413.28,0.56,13954.42
2013-01-30,101.5,29.52,7832.98,414.1,0.56,13910.42
2013-01-31,101.5,29.53,7850.02,412.73,0.56,13860.58
2013-02-01,101.5,29.62,7855.97,420.55,0.56,14009.79
2013-02-04,103,29.59,7923.16,414.18,0.56,13880.08
2013-02-05,103,29.51,7886.94,420.69,0.56,13979.3
2013-02-06,105,29.59,7906.65,421.56,0.56,13986.52
2013-02-18,107,29.67,7943.53,433.64,0.56,14035.67
2013-02-19,107,29.49,7960.88,433.64,0.56,14035.67
2013-02-20,109,29.58,8029.1,423.95,0.56,13927.54
2013-02-21,107,29.7,7957.46,416.27,0.56,13880.62
2013-02-22,105.5,29.61,7947.72,424.98,0.56,14000.57
2013-02-23,107,29.65,7986.89,416.66,0.56,13784.17
2013-02-25,105,29.65,7947.68,416.66,0.56,13784.17
2013-02-26,103.5,29.66,7880.9,419.89,0.56,13900.13
2013-02-27,104.5,29.65,7897.98,426.46,0.56,14075.37
2013-03-01,105,29.64,7964.63,425.09,0.56,14089.66
2013-03-04,102,29.68,7867.34,424.01,0.56,14127.82
2013-03-05,104,29.65,7932.71,432.39,0.56,14253.77
2013-03-06,104,29.64,7950.3,432.96,0.56,14296.24
2013-03-07,103,29.61,7960.51,434.68,0.56,14329.49
2013-03-08,103.5,29.67,8015.14,435.26,0.56,14397.07
2013-03-11,102,29.7,8038.72,435.85,0.55,14447.29
2013-03-12,102.5,29.64,7994.71,437.67,0.55,14450.06
2013-03-13,104.5,29.69,7995.51,439.14,0.55,14455.28
2013-03-14,104,29.73,7951.76,441.53,0.55,14539.14
2013-03-15,103,29.71,7927.49,434.18,0.55,14514.11
2013-03-18,100.5,29.76,7811.34,428.39,0.55,14452.06
2013-03-19,100,29.76,7838.47,426.73,0.55,14455.82
2013-03-20,98.8,29.75,7798.03,432.01,0.55,14511.73
2013-03-21,98.7,29.79,7811.84,425.25,0.55,14421.49
2013-03-22,98,29.86,7796.22,430.08,0.55,14512.03
2013-03-25,99.5,29.85,7856.12,429.17,0.55,14447.75
2013-03-26,99,29.82,7856.36,433.07,0.55,14559.65
2013-03-27,100.5,29.86,7894.12,433.53,0.55,14526.16
2013-03-28,100,29.86,7866.88,436.66,0.55,14578.54
2013-03-29,100.5,29.81,7918.61,427.8,0.55,14572.85
2013-04-01,101,29.85,7899.24,427.8,0.55,14572.85
2013-04-02,100.5,29.87,7913.18,424.21,0.55,14662.01
2013-04-03,100.5,29.86,7942.35,415.81,0.55,14550.35
2013-04-08,98.5,30.05,7752.79,424.17,0.55,14613.48
2013-04-09,97.5,29.97,7728.54,428.14,0.55,14673.46
2013-04-10,98.3,29.96,7752.8,437.34,0.55,14802.24
2013-04-11,101.5,29.92,7857.98,435.63,0.55,14865.14
2013-04-12,100.5,29.93,7821.63,433.63,0.55,14865.06
2013-04-15,99.4,29.91,7763.53,422.67,0.55,14599.2
2013-04-16,100.5,29.82,7801.05,431.85,0.55,14756.78
2013-04-17,100,29.85,7809.07,417.65,0.55,14618.59
2013-04-18,99.9,29.87,7791.35,413.88,0.55,14537.14
2013-04-19,106.5,29.78,7930.8,416.97,0.55,14547.51
2013-04-22,108.5,29.8,7970.38,421.37,0.55,14567.17
2013-04-23,106,29.8,7942.77,430.21,0.55,14719.46
2013-04-24,106,29.77,8023.71,435.65,0.55,14676.3
2013-04-25,107,29.63,8021.75,439.98,0.54,14700.8
2013-04-26,108.5,29.53,8022.06,435.29,0.54,14712.55
2013-04-29,108,29.44,8029.74,440.8,0.54,14818.75
2013-04-30,109.5,29.47,8093.66,444.36,0.54,14839.8
2013-05-02,110.5,29.55,8128.51,446.89,0.54,14831.58
2013-05-03,110,29.5,8135.03,450.92,0.54,14973.96
2013-05-06,111.5,29.55,8169.05,453.47,0.54,14968.89
2013-05-07,112.5,29.5,8163.06,453.62,0.54,15056.2
2013-05-08,114.5,29.31,8267.09,459.47,0.54,15105.12
2013-05-09,115,29.47,8285.89,461.85,0.54,15082.62
2013-05-10,114.5,29.74,8280.26,465.94,0.54,15118.49
2013-05-13,114.5,29.84,8248.32,461.28,0.54,15091.68
2013-05-14,115.5,29.88,8251.82,463.33,0.54,15215.25
2013-05-15,115,29.94,8318.59,467.82,0.54,15275.69
2013-05-16,113.5,29.97,8390.05,464.28,0.53,15233.22
2013-05-17,113.5,29.99,8368.19,470.63,0.53,15354.4
2013-05-20,114,29.88,8377.05,469.12,0.53,15335.28
2013-05-21,112.5,29.84,8383.05,469.03,0.53,15387.58
2013-05-22,112,29.93,8398.84,461.62,0.53,15307.17
2013-05-23,108,29.89,8237.83,461.75,0.53,15294.5
2013-05-24,109.5,29.91,8209.78,461.5,0.53,15303.1
2013-05-27,112,29.86,8280.1,465.94,0.53,15409.39
2013-05-28,109.5,30.01,8263.05,465.94,0.53,15409.39
2013-05-29,111,29.97,8337.9,467.29,0.53,15302.8
2013-05-30,110,29.95,8243.29,474.43,0.53,15324.53
2013-05-31,109.5,29.94,8254.8,468.63,0.53,15115.57
2013-06-03,107.5,29.91,8201.02,470.72,0.53,15254.03
2013-06-04,109,29.9,8191.22,472.45,0.53,15177.54
2013-06-05,109.5,29.82,8181.91,465.29,0.53,14960.59
2013-06-06,107.5,29.68,8096.14,464.66,0.53,15040.62
2013-06-07,108.5,29.74,8095.2,471.47,0.53,15248.12
2013-06-10,108.5,29.93,8160.55,473.97,0.53,15238.59
2013-06-11,108,29.83,8116.15,463.43,0.53,15122.02
2013-06-13,104.5,29.83,7951.66,467.38,0.53,15176.08
2013-06-14,106,29.83,7937.74,465.53,0.53,15070.18
2013-06-17,106,29.87,7992.89,472.34,0.53,15179.85
2013-06-18,106.5,29.86,8011.02,480.06,0.53,15318.23
2013-06-19,105.5,29.84,8007.39,474.51,0.53,15112.19
2013-06-20,104,30.16,7898.91,459.72,0.53,14758.32
2013-06-21,103.5,30.09,7793.31,460.85,0.53,14799.4
2013-06-24,101,30.16,7758.03,451.55,0.53,14659.56
2013-06-25,101,30.03,7663.23,462.51,0.53,14760.31
2013-06-26,101.5,30.12,7784.8,464.93,0.53,14910.14
2013-06-27,104.5,30,7883.9,466.74,0.53,15024.49
2013-06-28,111,29.94,8062.21,468.43,0.53,14909.6
2013-07-01,108,29.95,8036,467.73,0.53,14974.96
2013-07-02,110,30.05,8015.86,468.18,0.53,14932.41
2013-07-03,107,30.05,7911.42,469.8,0.53,14988.55
2013-07-04,107,30.02,7893.72,476.12,0.53,15135.84
2013-07-05,109,30.12,8001.82,476.12,0.53,15135.84
2013-07-08,105,30.07,7886.34,466.5,0.53,15224.69
2013-07-09,106,30.07,7971.18,471.41,0.53,15300.34
2013-07-10,106,29.92,8011.69,476.7,0.53,15291.66
2013-07-11,109.5,29.79,8179.54,486.56,0.53,15460.92
2013-07-12,110,29.88,8220.49,489.61,0.53,15464.3
2013-07-15,109.5,29.83,8254.68,489.33,0.53,15484.26
2013-07-16,108,29.77,8260.11,491.06,0.53,15451.85
2013-07-17,109,29.78,8258.95,491.58,0.53,15470.52
2013-07-18,105.5,29.94,8194.88,487.22,0.52,15548.54
2013-07-19,98.2,29.9,8062.03,486.17,0.53,15543.74
2013-07-22,97,29.87,8105.45,485.15,0.52,15545.55
2013-07-23,100,29.9,8214.65,483.52,0.53,15567.74
2013-07-24,102,29.91,8196.19,474.69,0.53,15542.24
2013-07-25,102.5,29.94,8163.58,477.4,0.53,15555.61
2013-07-26,102.5,29.89,8149.4,473.12,0.53,15558.83
2013-07-29,100,29.9,8084.5,469.97,0.53,15521.97
2013-07-30,102,29.93,8163.55,475.59,0.52,15520.59
2013-07-31,102.5,29.99,8107.94,477.78,0.52,15499.54
2013-08-01,100.5,30.04,8056.22,486.6,0.52,15628.02
2013-08-02,100.5,29.98,8099.88,483.38,0.52,15658.36
2013-08-05,100.5,29.94,8138.63,482.14,0.52,15612.13
2013-08-06,98.8,29.95,8038.91,478.68,0.52,15518.74
2013-08-07,97,29.95,7921.29,474.12,0.52,15470.67
2013-08-08,96.4,29.88,7907.67,474.31,0.52,15498.32
2013-08-09,96.4,29.91,7856.14,471.76,0.52,15425.51
2013-08-12,96,29.95,7903.38,473.62,0.52,15419.68
2013-08-13,97.2,29.98,7986.27,479.07,0.52,15451.01
2013-08-14,96.8,29.96,7951.33,471.34,0.52,15337.66
2013-08-15,96,29.96,7887.26,460.84,0.52,15112.19
2013-08-16,96.5,29.9,7925,462.46,0.52,15081.47
2013-08-19,95.5,29.96,7900.21,459.29,0.52,15010.74
2013-08-20,94.4,29.9,7832.65,461.83,0.52,15002.99
2013-08-22,94.5,29.97,7814.38,463.83,0.52,14963.74
2013-08-23,97,29.89,7873.31,463.82,0.52,15010.51
2013-08-26,96.8,29.93,7894.97,462.92,0.52,14946.46
2013-08-27,95.6,29.99,7820.84,451.21,0.52,14776.13
2013-08-28,96.8,29.94,7824.54,456.39,0.51,14824.51
2013-08-29,98.7,29.93,7917.66,461.82,0.51,14840.95
2013-08-30,100.5,29.9,8021.89,457.7,0.51,14810.31
2013-09-02,102,29.73,8038.86,461.64,0.51,14833.96
2013-09-03,102,29.78,8088.37,461.64,0.51,14833.96
2013-09-04,100.5,29.69,8083.44,473.56,0.51,14930.87
2013-09-05,101.5,29.81,8169.1,477.04,0.51,14937.48
2013-09-06,102,29.72,8164.2,475.1,0.51,14922.5
2013-09-09,103,29.63,8192.11,481.42,0.51,15063.12
2013-09-10,104.5,29.63,8208.77,490.65,0.51,15191.06
2013-09-11,104.5,29.63,8208.99,489.04,0.51,15326.6
2013-09-12,103.5,29.62,8225.36,486.06,0.51,15300.64
2013-09-13,102.5,29.7,8168.2,488.23,0.51,15376.06
2013-09-14,102.5,29.62,8142.48,490.35,0.51,15494.78
2013-09-16,105.5,29.62,8255.34,490.35,0.51,15494.78
2013-09-17,105.5,29.62,8249.78,493.4,0.51,15529.73
2013-09-18,103,29.62,8209.18,497.67,0.51,15676.94
2013-09-23,105.5,29.55,8292.83,491.29,0.51,15401.38
2013-09-24,105,29.54,8299.12,494.73,0.51,15334.59
2013-09-25,103,29.55,8283.9,494.95,0.51,15273.26
2013-09-26,101.5,29.56,8184.68,494.71,0.51,15328.3
2013-09-27,103,29.54,8230.68,490.81,0.51,15258.24
2013-09-30,100.5,29.56,8173.87,490.83,0.51,15129.67
2013-10-01,101.5,29.5,8187.02,495.77,0.52,15191.7
2013-10-02,103,29.44,8216.52,495.1,0.51,15133.14
2013-10-03,105,29.32,8359.02,493.8,0.52,14996.48
2013-10-04,104,29.34,8364.55,497.72,0.51,15072.58
2013-10-07,103,29.34,8333.66,495.09,0.51,14936.24
2013-10-08,105,29.35,8375.65,486.82,0.51,14776.53
2013-10-09,105,29.38,8344.73,485.11,0.51,14802.98
2013-10-11,106.5,29.33,8349.37,497.38,0.51,15237.11
2013-10-14,105,29.35,8273.96,500.98,0.51,15301.26
2013-10-15,107,29.34,8367.88,496.5,0.51,15168.01
2013-10-16,106,29.4,8332.18,501.58,0.51,15373.83
2013-10-17,107,29.36,8374.68,505.09,0.51,15371.65
2013-10-18,110,29.36,8441.19,506.44,0.52,15399.65
2013-10-21,110,29.41,8419.32,508.04,0.51,15392.2
2013-10-22,111.5,29.35,8418.27,507.12,0.51,15467.66
2013-10-23,111,29.38,8393.62,490.11,0.51,15413.33
2013-10-24,110,29.37,8413.72,494.15,0.51,15509.21
2013-10-25,107,29.37,8346.62,496.3,0.51,15570.28
2013-10-28,109.5,29.37,8407.83,499.49,0.51,15568.93
2013-10-29,109.5,29.41,8420.98,507.04,0.51,15680.35
2013-10-30,110,29.38,8465.06,504.33,0.51,15618.76
2013-10-31,109.5,29.42,8450.06,507.09,0.51,15545.75
2013-11-01,109.5,29.39,8388.18,505.4,0.51,15615.55
2013-11-04,109,29.38,8354.14,504.68,0.51,15639.12
2013-11-05,106.5,29.38,8262.2,503.13,0.51,15618.22
2013-11-06,107,29.41,8281.97,504.91,0.51,15746.88
2013-11-07,107,29.45,8283.71,495.2,0.51,15593.98
2013-11-08,106,29.47,8229.59,500.98,0.51,15761.78
2013-11-11,104.5,29.5,8182.56,500.4,0.51,15783.1
2013-11-12,105,29.56,8195.26,503.61,0.51,15750.67
2013-11-13,103,29.58,8104.26,508,0.51,15821.63
2013-11-14,103.5,29.57,8134.91,505.39,0.51,15876.22
2013-11-15,104,29.55,8177.12,508.94,0.51,15961.7
2013-11-18,104,29.48,8191.46,504.22,0.51,15976.02
2013-11-19,105,29.42,8260.21,497.88,0.51,15967.03
2013-11-20,103,29.51,8204.46,495.63,0.51,15900.82
2013-11-21,101,29.55,8099.45,504.23,0.51,16009.99
2013-11-22,100,29.58,8116.78,504.61,0.51,16064.77
2013-11-25,101,29.59,8187.51,504.01,0.51,16072.54
2013-11-26,103.5,29.6,8248.02,508.32,0.51,16072.8
2013-11-27,105,29.64,8295.88,510.01,0.51,16097.33
2013-11-28,105,29.64,8362.43,510.25,0.51,16086.41
2013-11-29,105,29.59,8406.83,510.25,0.51,16086.41
2013-12-02,104.5,29.6,8414.61,509.4,0.51,16008.77
2013-12-03,104,29.55,8392.55,511.2,0.51,15914.62
2013-12-04,105,29.57,8418,508.77,0.51,15889.77
2013-12-05,104,29.59,8375.54,509.95,0.51,15821.51
2013-12-06,103,29.6,8367.72,515.63,0.51,16020.2
2013-12-09,105,29.58,8444.62,516.81,0.51,16025.53
2013-12-10,104,29.55,8443.39,515.34,0.51,15973.13
2013-12-11,105,29.56,8433.77,510.17,0.51,15843.53
2013-12-12,103,29.59,8361.33,505.84,0.51,15739.43
2013-12-13,102.5,29.62,8376.94,505.52,0.51,15755.36
2013-12-16,102,29.63,8313.87,512.15,0.51,15884.57
2013-12-17,103.5,29.6,8352.93,517.18,0.51,15875.26
2013-12-18,101,29.65,8349.04,521.07,0.51,16167.97
2013-12-19,102.5,29.83,8407.4,517.78,0.51,16179.08
2013-12-20,102,29.88,8408.53,522.09,0.51,16221.14
2013-12-23,104,29.95,8456.46,526.65,0.51,16294.61
2013-12-24,103,30.03,8450.49,528.35,0.51,16357.55
2013-12-25,103,29.98,8467.76,529.83,0.51,16479.88
2013-12-26,104,29.98,8485.89,529.83,0.51,16479.88
2013-12-27,104.5,29.98,8535.04,529.96,0.51,16478.41
2013-12-30,106,29.91,8623.43,531.57,0.51,16504.29
2013-12-31,105.5,29.82,8611.51,535.03,0.51,16576.66
2014-01-02,104.5,29.9,8612.54,527.75,0.51,16441.35
2014-01-03,102.5,29.95,8546.54,526.68,0.51,16469.99
2014-01-06,102.5,30.02,8500.01,523.77,0.51,16425.1
2014-01-07,102,30.08,8512.3,527.43,0.5,16530.94
2014-01-08,104,30.09,8556.01,535.76,0.51,16462.74
2014-01-09,101,30.04,8514.68,531.49,0.5,16444.76
2014-01-10,102,29.99,8529.35,533.7,0.5,16437.05
2014-01-13,103,30,8566.2,527.66,0.5,16257.94
2014-01-14,103.5,30.04,8548.14,539.61,0.5,16373.86
2014-01-15,105,30.08,8602.55,544.21,0.5,16481.94
2014-01-16,107,30.06,8612.11,541.05,0.5,16417.01
2014-01-17,107.5,30.11,8596,538.14,0.5,16458.56
2014-01-20,107.5,30.1,8621.56,541.5,0.5,16414.44
2014-01-21,106.5,30.23,8599.9,541.5,0.5,16414.44
2014-01-22,107.5,30.23,8625.3,547.47,0.51,16373.34
2014-01-23,107.5,30.2,8595.1,541.49,0.51,16197.35
2014-01-24,108,30.23,8598.31,528.89,0.51,15879.11
2014-01-27,105,30.34,8462.57,525.27,0.51,15837.88
2014-02-05,100.5,30.31,8264.48,518.46,0.51,15440.23
2014-02-06,102,30.3,8311.01,526.67,0.51,15628.53
2014-02-07,104,30.3,8387.35,535.31,0.51,15794.08
2014-02-10,103,30.32,8391.95,538.04,0.5,15801.79
2014-02-11,104.5,30.31,8430.56,544.86,0.5,15994.77
2014-02-12,105,30.27,8510.87,549.48,0.5,15963.94
2014-02-13,105,30.31,8467.7,556.02,0.5,16027.59
2014-02-14,107.5,30.25,8513.68,559.12,0.5,16154.39
2014-02-17,108.5,30.23,8519.55,560.45,0.51,16130.4
2014-02-18,108,30.28,8556.23,560.45,0.5,16130.4
2014-02-19,108,30.28,8577.01,560.02,0.5,16040.56
2014-02-20,106.5,30.35,8524.62,564.06,0.5,16133.23
2014-02-21,107.5,30.35,8601.86,561.21,0.51,16103.3
2014-02-24,107,30.32,8560.61,563.37,0.51,16207.14
2014-02-25,108,30.34,8575.62,560.54,0.5,16179.66
2014-02-26,107.5,30.29,8600.86,564.29,0.5,16198.41
2014-02-27,108,30.32,8639.58,564.22,0.5,16272.65
2014-03-03,108,30.29,8601.98,560.23,0.51,16168.03
2014-03-04,107.5,30.28,8554.54,570.13,0.5,16395.88
2014-03-05,110,30.27,8632.93,571.3,0.5,16360.18
2014-03-06,113,30.27,8713.79,575.02,0.5,16421.89
2014-03-07,114.5,30.24,8713.96,574.39,0.5,16452.72
